submission_id,age,block_number,blockorder,condition,display_size,education,expected,experiment_duration,experiment_end_time,experiment_start_time,gender,image,qud,question,response,response_time,target,target_color,trial_number
3283,24,0,DCDC,conjunction,1,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_069.png,,,negative,1085,-,-,10
3283,24,0,DCDC,conjunction,1,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_070.png,,,negative,612,-,-,11
3283,24,0,DCDC,conjunction,15,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_085.png,,,negative,1291,-,-,12
3283,24,0,DCDC,conjunction,1,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_008.png,,,positive,658,T,green,13
3283,24,0,DCDC,conjunction,30,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_095.png,,,negative,1695,-,-,14
3283,24,0,DCDC,conjunction,5,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_078.png,,,negative,1783,-,-,15
3283,24,0,DCDC,conjunction,5,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_016.png,,,positive,771,T,green,16
3283,24,0,DCDC,conjunction,15,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_088.png,,,negative,1111,-,-,17
3283,24,0,DCDC,conjunction,1,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_072.png,,,negative,930,-,-,18
3283,24,0,DCDC,conjunction,1,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_071.png,,,negative,816,-,-,19
3283,24,0,DCDC,conjunction,5,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_015.png,,,positive,998,T,green,20
3283,24,0,DCDC,conjunction,5,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_014.png,,,positive,929,T,green,21
3283,24,0,DCDC,conjunction,15,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_024.png,,,positive,637,T,green,22
3283,24,0,DCDC,conjunction,1,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_007.png,,,positive,503,T,green,23
3283,24,0,DCDC,conjunction,15,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_087.png,,,negative,1154,-,-,24
3283,24,0,DCDC,conjunction,30,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_029.png,,,positive,1002,T,green,25
3283,24,0,DCDC,conjunction,30,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_094.png,,,negative,1491,-,-,26
3283,24,0,DCDC,conjunction,15,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_022.png,,,positive,1309,T,green,27
3283,24,0,DCDC,conjunction,1,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_006.png,,,positive,931,T,green,28
3283,24,0,DCDC,conjunction,15,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_086.png,,,negative,795,-,-,29
3283,24,0,DCDC,conjunction,30,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_031.png,,,positive,1041,T,green,30
3283,24,0,DCDC,conjunction,5,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_079.png,,,negative,703,-,-,31
3283,24,1,DCDC,feature,15,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_115.png,,,negative,1065,-,-,0
3283,24,1,DCDC,feature,30,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_124.png,,,negative,1629,-,-,1
3283,24,1,DCDC,feature,30,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_048.png,,,positive,793,T,blue,2
3283,24,1,DCDC,feature,1,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_041.png,,,positive,749,T,blue,3
3283,24,1,DCDC,feature,5,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_043.png,,,positive,592,T,blue,4
3283,24,1,DCDC,feature,5,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_105.png,,,negative,1046,-,-,5
3283,24,1,DCDC,feature,5,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_059.png,,,positive,879,S,green,6
3283,24,1,DCDC,feature,15,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_053.png,,,positive,909,S,brown,7
3283,24,1,DCDC,feature,15,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_114.png,,,negative,1153,-,-,8
3283,24,1,DCDC,feature,30,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_121.png,,,negative,2030,-,-,9
3283,24,1,DCDC,feature,5,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_035.png,,,positive,704,X,blue,10
3283,24,1,DCDC,feature,1,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_100.png,,,negative,660,-,-,11
3283,24,1,DCDC,feature,30,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_039.png,,,positive,683,X,blue,12
3283,24,1,DCDC,feature,15,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_116.png,,,negative,954,-,-,13
3283,24,1,DCDC,feature,15,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_045.png,,,positive,859,T,blue,14
3283,24,1,DCDC,feature,15,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_113.png,,,negative,1201,-,-,15
3283,24,1,DCDC,feature,5,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_108.png,,,negative,1131,-,-,16
3283,24,1,DCDC,feature,15,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_037.png,,,positive,932,X,blue,17
3283,24,1,DCDC,feature,1,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_097.png,,,negative,748,-,-,18
3283,24,1,DCDC,feature,30,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_055.png,,,positive,818,S,brown,19
3283,24,1,DCDC,feature,15,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_061.png,,,positive,999,S,green,20
3283,24,1,DCDC,feature,30,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_123.png,,,negative,1288,-,-,21
3283,24,1,DCDC,feature,30,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_063.png,,,positive,861,S,green,22
3283,24,1,DCDC,feature,1,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_057.png,,,positive,617,S,green,23
3283,24,1,DCDC,feature,1,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_049.png,,,positive,729,S,brown,24
3283,24,1,DCDC,feature,1,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_099.png,,,negative,954,-,-,25
3283,24,1,DCDC,feature,5,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_107.png,,,negative,1039,-,-,26
3283,24,1,DCDC,feature,30,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_122.png,,,negative,1897,-,-,27
3283,24,1,DCDC,feature,1,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_098.png,,,negative,682,-,-,28
3283,24,1,DCDC,feature,5,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_106.png,,,negative,662,-,-,29
3283,24,1,DCDC,feature,5,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_051.png,,,positive,954,S,brown,30
3283,24,1,DCDC,feature,1,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_033.png,,,negative,774,X,blue,31
3283,24,2,DCDC,conjunction,15,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_017.png,,,positive,993,T,green,0
3283,24,2,DCDC,conjunction,30,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_092.png,,,negative,2191,-,-,1
3283,24,2,DCDC,conjunction,15,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_081.png,,,negative,2054,-,-,2
3283,24,2,DCDC,conjunction,1,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_003.png,,,positive,683,T,green,3
3283,24,2,DCDC,conjunction,5,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_010.png,,,positive,751,T,green,4
3283,24,2,DCDC,conjunction,1,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_004.png,,,positive,706,T,green,5
3283,24,2,DCDC,conjunction,15,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_083.png,,,negative,2006,-,-,6
3283,24,2,DCDC,conjunction,5,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_073.png,,,negative,1224,-,-,7
3283,24,2,DCDC,conjunction,15,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_018.png,,,positive,1288,T,green,8
3283,24,2,DCDC,conjunction,5,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_075.png,,,negative,1131,-,-,9
3283,24,2,DCDC,conjunction,15,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_020.png,,,positive,1291,T,green,10
3283,24,2,DCDC,conjunction,1,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_068.png,,,negative,683,-,-,11
3283,24,2,DCDC,conjunction,5,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_009.png,,,positive,1038,T,green,12
3283,24,2,DCDC,conjunction,30,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_027.png,,,positive,1111,T,green,13
3283,24,2,DCDC,conjunction,30,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_026.png,,,positive,1404,T,green,14
3283,24,2,DCDC,conjunction,15,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_082.png,,,negative,1584,-,-,15
3283,24,2,DCDC,conjunction,30,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_089.png,,,negative,2449,-,-,16
3283,24,2,DCDC,conjunction,30,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_090.png,,,negative,2057,-,-,17
3283,24,2,DCDC,conjunction,30,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_025.png,,,positive,1983,T,green,18
3283,24,2,DCDC,conjunction,5,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_076.png,,,negative,1199,-,,19
3283,24,2,DCDC,conjunction,30,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_028.png,,,negative,2237,T,green,20
3283,24,2,DCDC,conjunction,15,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_019.png,,,positive,904,T,green,21
3283,24,2,DCDC,conjunction,1,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_067.png,,,negative,840,-,-,22
3283,24,2,DCDC,conjunction,15,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_084.png,,,negative,1809,-,-,23
3283,24,2,DCDC,conjunction,30,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_091.png,,,negative,1872,-,-,24
3283,24,2,DCDC,conjunction,5,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_074.png,,,negative,794,-,-,25
3283,24,2,DCDC,conjunction,5,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_012.png,,,positive,909,T,green,26
3283,24,2,DCDC,conjunction,1,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_001.png,,,positive,583,T,green,27
3283,24,2,DCDC,conjunction,5,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_011.png,,,positive,658,T,green,28
3283,24,2,DCDC,conjunction,1,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_066.png,,,negative,637,-,-,29
3283,24,2,DCDC,conjunction,1,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_065.png,,,negative,569,-,-,30
