submission_id,age,block_number,blockorder,condition,display_size,education,expected,experiment_duration,experiment_end_time,experiment_start_time,gender,image,languages,qud,question,response,response_time,target,target_color,trial_number
3392,30,1,CDCD,conjunction,5,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_074.png,German,,,negative,805,-,-,1
3392,30,1,CDCD,conjunction,30,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_027.png,German,,,negative,1163,T,green,2
3392,30,1,CDCD,conjunction,15,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_018.png,German,,,positive,750,T,green,3
3392,30,1,CDCD,conjunction,5,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_012.png,German,,,negative,748,T,green,4
3392,30,1,CDCD,conjunction,5,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_073.png,German,,,negative,769,-,-,5
3392,30,1,CDCD,conjunction,30,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_090.png,German,,,negative,2339,-,-,6
3392,30,1,CDCD,conjunction,1,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_067.png,German,,,negative,730,-,-,7
3392,30,1,CDCD,conjunction,30,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_092.png,German,,,negative,1677,-,-,8
3392,30,1,CDCD,conjunction,1,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_066.png,German,,,negative,702,-,-,9
3392,30,1,CDCD,conjunction,1,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_065.png,German,,,negative,671,-,-,10
3392,30,1,CDCD,conjunction,5,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_009.png,German,,,positive,673,T,green,11
3392,30,1,CDCD,conjunction,30,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_026.png,German,,,negative,1029,T,green,12
3392,30,1,CDCD,conjunction,30,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_028.png,German,,,positive,1215,T,green,13
3392,30,1,CDCD,conjunction,15,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_082.png,German,,,negative,1050,-,-,14
3392,30,1,CDCD,conjunction,30,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_089.png,German,,,negative,1947,-,-,15
3392,30,1,CDCD,conjunction,30,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_091.png,German,,,negative,1661,-,-,16
3392,30,1,CDCD,conjunction,15,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_019.png,German,,,positive,819,T,green,17
3392,30,1,CDCD,conjunction,1,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_002.png,German,,,positive,551,T,green,18
3392,30,1,CDCD,conjunction,1,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_003.png,German,,,positive,600,T,green,19
3392,30,1,CDCD,conjunction,15,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_083.png,German,,,negative,1165,-,-,20
3392,30,1,CDCD,conjunction,1,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_068.png,German,,,negative,847,-,-,21
3392,30,1,CDCD,conjunction,5,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_011.png,German,,,positive,811,T,green,22
3392,30,1,CDCD,conjunction,15,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_017.png,German,,,positive,821,T,green,23
3392,30,1,CDCD,conjunction,30,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_025.png,German,,,positive,1115,T,green,24
3392,30,1,CDCD,conjunction,1,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_001.png,German,,,positive,597,T,green,25
3392,30,1,CDCD,conjunction,15,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_020.png,German,,,positive,1030,T,green,26
3392,30,1,CDCD,conjunction,5,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_010.png,German,,,positive,645,T,green,27
3392,30,1,CDCD,conjunction,5,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_076.png,German,,,negative,748,-,,28
3392,30,1,CDCD,conjunction,15,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_084.png,German,,,negative,1091,-,-,29
3392,30,1,CDCD,conjunction,15,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_081.png,German,,,negative,1376,-,-,30
3392,30,1,CDCD,conjunction,5,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_075.png,German,,,negative,913,-,-,31
3392,30,2,CDCD,feature,1,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_058.png,German,,,positive,590,S,green,0
3392,30,2,CDCD,feature,30,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_056.png,German,,,positive,1044,S,brown,1
3392,30,2,CDCD,feature,5,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_036.png,German,,,positive,747,X,blue,2
3392,30,2,CDCD,feature,15,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_038.png,German,,,positive,656,X,blue,3
3392,30,2,CDCD,feature,1,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_101.png,German,,,negative,747,-,-,4
3392,30,2,CDCD,feature,1,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_104.png,German,,,negative,639,-,-,5
3392,30,2,CDCD,feature,5,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_112.png,German,,,negative,882,-,-,6
3392,30,2,CDCD,feature,1,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_102.png,German,,,negative,585,-,-,7
3392,30,2,CDCD,feature,30,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_064.png,German,,,positive,1352,S,green,8
3392,30,2,CDCD,feature,5,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_043.png,German,,,positive,568,T,blue,9
3392,30,2,CDCD,feature,1,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_103.png,German,,,negative,537,-,-,10
3392,30,2,CDCD,feature,30,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_125.png,German,,,negative,1318,-,-,11
3392,30,2,CDCD,feature,15,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_045.png,German,,,positive,550,T,blue,12
3392,30,2,CDCD,feature,30,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_128.png,German,,,negative,1309,-,-,13
3392,30,2,CDCD,feature,15,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_062.png,German,,,positive,644,S,green,14
3392,30,2,CDCD,feature,5,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_060.png,German,,,positive,787,S,green,15
3392,30,2,CDCD,feature,15,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_054.png,German,,,positive,627,S,brown,16
3392,30,2,CDCD,feature,15,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_120.png,German,,,negative,746,-,-,17
3392,30,2,CDCD,feature,5,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_111.png,German,,,negative,643,-,-,18
3392,30,2,CDCD,feature,5,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_109.png,German,,,negative,705,-,-,19
3392,30,2,CDCD,feature,15,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_119.png,German,,,negative,715,-,-,20
3392,30,2,CDCD,feature,1,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_041.png,German,,,positive,504,T,blue,21
3392,30,2,CDCD,feature,5,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_110.png,German,,,negative,869,-,-,22
3392,30,2,CDCD,feature,5,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_052.png,German,,,positive,654,S,brown,23
3392,30,2,CDCD,feature,30,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_040.png,German,,,positive,670,X,blue,24
3392,30,2,CDCD,feature,30,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_126.png,German,,,negative,851,-,-,25
3392,30,2,CDCD,feature,15,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_120.png,German,,,negative,806,-,-,26
3392,30,2,CDCD,feature,1,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_034.png,German,,,positive,667,X,blue,27
3392,30,2,CDCD,feature,15,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_119.png,German,,,negative,647,-,-,28
3392,30,2,CDCD,feature,30,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_127.png,German,,,negative,1001,-,-,29
3392,30,2,CDCD,feature,1,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_050.png,German,,,positive,596,S,brown,30
3392,30,2,CDCD,feature,30,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_047.png,German,,,positive,639,T,blue,31
3392,30,3,CDCD,conjunction,15,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_021.png,German,,,positive,875,T,green,0
3392,30,3,CDCD,conjunction,15,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_024.png,German,,,positive,911,T,green,1
3392,30,3,CDCD,conjunction,1,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_007.png,German,,,positive,568,T,green,2
3392,30,3,CDCD,conjunction,1,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_008.png,German,,,positive,639,T,green,3
3392,30,3,CDCD,conjunction,1,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_070.png,German,,,positive,587,-,-,4
3392,30,3,CDCD,conjunction,1,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_069.png,German,,,negative,643,-,-,5
3392,30,3,CDCD,conjunction,30,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_029.png,German,,,positive,734,T,green,6
3392,30,3,CDCD,conjunction,5,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_014.png,German,,,positive,577,T,green,7
3392,30,3,CDCD,conjunction,30,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_031.png,German,,,positive,732,T,green,8
3392,30,3,CDCD,conjunction,30,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_093.png,German,,,negative,1284,-,-,9
3392,30,3,CDCD,conjunction,15,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_022.png,German,,,positive,738,T,green,10
3392,30,3,CDCD,conjunction,5,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_016.png,German,,,positive,685,T,green,11
3392,30,3,CDCD,conjunction,30,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_094.png,German,,,negative,1309,-,-,12
3392,30,3,CDCD,conjunction,5,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_080.png,German,,,negative,762,-,-,13
3392,30,3,CDCD,conjunction,30,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_030.png,German,,,positive,910,T,green,14
3392,30,3,CDCD,conjunction,15,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_085.png,German,,,negative,950,-,-,15
3392,30,3,CDCD,conjunction,1,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_006.png,German,,,positive,568,T,green,16
3392,30,3,CDCD,conjunction,30,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_096.png,German,,,negative,1404,-,-,17
3392,30,3,CDCD,conjunction,30,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_095.png,German,,,negative,1216,-,-,18
3392,30,3,CDCD,conjunction,1,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_071.png,German,,,negative,718,-,-,19
3392,30,3,CDCD,conjunction,5,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_079.png,German,,,negative,701,-,-,20
3392,30,3,CDCD,conjunction,15,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_086.png,German,,,negative,805,-,-,21
3392,30,3,CDCD,conjunction,5,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_013.png,German,,,positive,579,T,green,22
3392,30,3,CDCD,conjunction,5,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_078.png,German,,,negative,688,-,-,23
3392,30,3,CDCD,conjunction,5,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_077.png,German,,,negative,762,-,-,24
3392,30,3,CDCD,conjunction,1,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_072.png,German,,,negative,609,-,-,25
3392,30,3,CDCD,conjunction,15,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_087.png,German,,,negative,901,-,-,26
3392,30,3,CDCD,conjunction,5,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_015.png,German,,,positive,656,T,green,27
3392,30,3,CDCD,conjunction,15,Higher degree,negative,580541,1648540538385,1648539957844,male,images/card_088.png,German,,,negative,746,-,-,28
3392,30,3,CDCD,conjunction,15,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_023.png,German,,,positive,701,T,green,29
3392,30,3,CDCD,conjunction,1,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_005.png,German,,,positive,566,T,green,30
3392,30,3,CDCD,conjunction,30,Higher degree,positive,580541,1648540538385,1648539957844,male,images/card_032.png,German,,,positive,1481,T,green,31
3391,32,0,CDCD,feature,5,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_060.png,german,,,negative,7645,S,green,0
3391,32,0,CDCD,feature,30,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_040.png,german,,,positive,2309,X,blue,1
3391,32,0,CDCD,feature,5,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_111.png,german,,,negative,1688,-,-,2
3391,32,0,CDCD,feature,15,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_120.png,german,,,negative,1049,-,-,3
3391,32,0,CDCD,feature,1,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_034.png,german,,,positive,803,X,blue,4
3391,32,0,CDCD,feature,15,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_120.png,german,,,negative,617,-,-,5
3391,32,0,CDCD,feature,1,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_103.png,german,,,negative,632,-,-,6
3391,32,0,CDCD,feature,30,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_125.png,german,,,negative,707,-,-,7
3391,32,0,CDCD,feature,5,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_109.png,german,,,negative,608,-,-,8
3391,32,0,CDCD,feature,5,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_110.png,german,,,negative,493,-,-,9
3391,32,0,CDCD,feature,30,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_064.png,german,,,negative,485,S,green,10
3391,32,0,CDCD,feature,30,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_127.png,german,,,negative,644,-,-,11
3391,32,0,CDCD,feature,5,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_052.png,german,,,negative,803,S,brown,12
3391,32,0,CDCD,feature,15,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_054.png,german,,,negative,615,S,brown,13
3391,32,0,CDCD,feature,5,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_043.png,german,,,positive,807,T,blue,14
3391,32,0,CDCD,feature,30,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_056.png,german,,,negative,935,S,brown,15
3391,32,0,CDCD,feature,30,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_128.png,german,,,negative,956,-,-,16
3391,32,0,CDCD,feature,5,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_112.png,german,,,negative,880,-,-,17
3391,32,0,CDCD,feature,1,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_101.png,german,,,negative,836,-,-,18
3391,32,0,CDCD,feature,1,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_058.png,german,,,negative,730,S,green,19
3391,32,0,CDCD,feature,15,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_062.png,german,,,negative,713,S,green,20
3391,32,0,CDCD,feature,1,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_041.png,german,,,positive,805,T,blue,21
3391,32,0,CDCD,feature,5,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_036.png,german,,,positive,841,X,blue,22
3391,32,0,CDCD,feature,30,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_126.png,german,,,negative,1022,-,-,23
3391,32,0,CDCD,feature,15,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_045.png,german,,,positive,774,T,blue,24
3391,32,0,CDCD,feature,1,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_102.png,german,,,negative,740,-,-,25
3391,32,0,CDCD,feature,15,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_038.png,german,,,positive,721,X,blue,26
3391,32,0,CDCD,feature,30,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_047.png,german,,,positive,686,T,blue,27
3391,32,0,CDCD,feature,15,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_119.png,german,,,negative,840,-,-,28
3391,32,0,CDCD,feature,15,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_119.png,german,,,negative,533,-,-,29
3391,32,0,CDCD,feature,1,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_050.png,german,,,negative,654,S,brown,30
3391,32,0,CDCD,feature,1,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_104.png,german,,,negative,943,-,-,31
3391,32,1,CDCD,conjunction,1,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_005.png,german,,,positive,2082,T,green,0
3391,32,1,CDCD,conjunction,15,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_022.png,german,,,positive,1326,T,green,1
3391,32,1,CDCD,conjunction,1,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_070.png,german,,,negative,924,-,-,2
3391,32,1,CDCD,conjunction,15,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_023.png,german,,,positive,1214,T,green,3
3391,32,1,CDCD,conjunction,5,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_013.png,german,,,positive,789,T,green,4
3391,32,1,CDCD,conjunction,5,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_080.png,german,,,negative,924,-,-,5
3391,32,1,CDCD,conjunction,30,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_094.png,german,,,negative,2806,-,-,6
3391,32,1,CDCD,conjunction,15,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_086.png,german,,,negative,1234,-,-,7
3391,32,1,CDCD,conjunction,30,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_093.png,german,,,negative,1841,-,-,8
3391,32,1,CDCD,conjunction,1,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_072.png,german,,,negative,1109,-,-,9
3391,32,1,CDCD,conjunction,15,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_087.png,german,,,negative,1531,-,-,10
3391,32,1,CDCD,conjunction,5,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_016.png,german,,,positive,1099,T,green,11
3391,32,1,CDCD,conjunction,30,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_095.png,german,,,negative,1272,-,-,12
3391,32,1,CDCD,conjunction,15,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_085.png,german,,,negative,1016,-,-,13
3391,32,1,CDCD,conjunction,15,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_021.png,german,,,positive,1000,T,green,14
3391,32,1,CDCD,conjunction,1,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_007.png,german,,,positive,842,T,green,15
3391,32,1,CDCD,conjunction,1,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_071.png,german,,,negative,816,-,-,16
3391,32,1,CDCD,conjunction,30,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_029.png,german,,,positive,1394,T,green,17
3391,32,1,CDCD,conjunction,15,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_024.png,german,,,positive,1965,T,green,18
3391,32,1,CDCD,conjunction,1,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_069.png,german,,,negative,1369,-,-,19
3391,32,1,CDCD,conjunction,30,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_031.png,german,,,positive,1145,T,green,20
3391,32,1,CDCD,conjunction,1,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_006.png,german,,,positive,1018,T,green,21
3391,32,1,CDCD,conjunction,30,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_032.png,german,,,negative,1526,T,green,22
3391,32,1,CDCD,conjunction,5,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_078.png,german,,,negative,1069,-,-,23
3391,32,1,CDCD,conjunction,30,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_030.png,german,,,positive,1197,T,green,24
3391,32,1,CDCD,conjunction,15,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_088.png,german,,,negative,1158,-,-,25
3391,32,1,CDCD,conjunction,5,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_015.png,german,,,negative,912,T,green,26
3391,32,1,CDCD,conjunction,5,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_079.png,german,,,negative,1079,-,-,27
3391,32,1,CDCD,conjunction,1,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_008.png,german,,,positive,809,T,green,28
3391,32,1,CDCD,conjunction,30,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_096.png,german,,,negative,1682,-,-,29
3391,32,1,CDCD,conjunction,5,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_014.png,german,,,positive,885,T,green,30
3391,32,1,CDCD,conjunction,5,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_077.png,german,,,negative,970,-,-,31
3391,32,2,CDCD,feature,5,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_059.png,german,,,positive,1249,S,green,0
3391,32,2,CDCD,feature,15,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_113.png,german,,,negative,1526,-,-,1
3391,32,2,CDCD,feature,30,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_063.png,german,,,positive,974,S,green,2
3391,32,2,CDCD,feature,5,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_106.png,german,,,negative,895,-,-,3
3391,32,2,CDCD,feature,1,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_098.png,german,,,negative,1117,-,-,4
3391,32,2,CDCD,feature,1,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_033.png,german,,,positive,1042,X,blue,5
3391,32,2,CDCD,feature,5,Graduated Highschool,positive,558060,1648539169236,1648538611176,female,images/card_051.png,german,,,positive,1044,S,brown,6
3391,32,2,CDCD,feature,15,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_115.png,german,,,negative,1190,-,-,7
3391,32,2,CDCD,feature,30,Graduated Highschool,negative,558060,1648539169236,1648538611176,female,images/card_122.png,german,,,negative,1617,-,-,8
